# Created by Octave 3.8.1, Sat Nov 28 17:47:04 2015 CET <hitch@hitch-GA-MA790XT-UD4P>
# name: RES
# type: matrix
# rows: 10
# columns: 4
 0.8100000000000001 160 160 160
 0.83 160 160 80.5
 0.8100000000000001 160 120.25 120.25
 0.83 158.7578125 120.25 120.25
 0.85 158.7578125 125.21875 120.25
 0.84 158.6025390625 122.734375 120.25
 0.84 158.6025390625 122.734375 117.765625
 0.82 158.5928344726562 123.044921875 117.765625
 0.83 158.5928344726562 122.8896484375 118.38671875
 0.84 158.5928344726562 122.8896484375 118.38671875


# name: res_app
# type: matrix
# rows: 0
# columns: 0


# name: res_test
# type: matrix
# rows: 0
# columns: 0


